"indiv","pack","sex","daten","litter","index","rain","rainsd","brain","f","smlh","avweight","avage","dup","old_index","litter_eobservations","escort_eobservations","record_end","litter_eobservations2","fhresid"
"HF240","1H","F",41375,"H1202",0.307692307692308,72.0833333333333,47.1332701126832,5.63333333333333,0.088623046875,1.06083516843335,1165.83333333333,366.333333333333,FALSE,0.363636363636364,13,4,42312,13,0.0947304244555842
"HM241","1H","M",41375,"H1202",0.923076923076923,72.0833333333333,47.1332701126832,5.63333333333333,0.2314453125,0.78166801884563,1093.83333333333,366.333333333333,FALSE,0.923076923076923,13,12,41969,13,-0.107198394137581
"HF242","1H","F",41375,"H1202",0,72.0833333333333,47.1332701126832,5.63333333333333,0.00390625,0.67000115901054,1220.66666666667,366.333333333333,FALSE,NA,13,0,42532,13,-0.341918458223833
"HM243","1H","M",41375,"H1202",1,72.0833333333333,47.1332701126832,5.63333333333333,0.0390625,0.67000115901054,1203.83333333333,366.333333333333,FALSE,1,13,13,41666,13,-0.322905945979018
"HM246","1H","M",41375,"H1202",0.384615384615385,72.0833333333333,47.1332701126832,5.63333333333333,0.119140625,1.16801188401939,931.666666666667,366.333333333333,FALSE,0.5,13,5,42532,13,0.218411056920795
"DM199","11","M",41400,"D1202",0.714285714285714,68.6666666666667,42.8276319752337,3.33,0.25,1.00500173851581,1006,359,FALSE,1,7,5,41415,7,0.126169706995141
"DF200","11","F",41400,"D1202",1,68.6666666666667,42.8276319752337,3.33,0.25,0.881915364739101,1156.875,366,FALSE,1,7,7,42532,7,0.00308333321843159
"DM202","11","M",41400,"D1202",0.857142857142857,68.6666666666667,42.8276319752337,3.33,0.25,0.950245628981243,1219.11111111111,365.555555555556,FALSE,1,7,6,41675,7,0.0714135974605735
"DM203","11","M",41400,"D1202",0.428571428571429,68.6666666666667,42.8276319752337,3.33,0.25,0.533372762644598,1049.85714285714,366.571428571429,FALSE,1,7,3,41481,7,-0.345459268876071
"DM204","11","M",41400,"D1202",0.714285714285714,68.6666666666667,42.8276319752337,3.33,0.1484375,1.07089722861177,1128.28571428571,364.428571428571,FALSE,1,7,5,42532,7,0.137140161717187
"DF208","11","F",41400,"D1202",0.714285714285714,68.6666666666667,42.8276319752337,3.33,0.25,0.837501448763175,1109,363.8,FALSE,1,7,5,42532,7,-0.0413305827574944
"DM209","11","M",41400,"D1202",0.428571428571429,68.6666666666667,42.8276319752337,3.33,0.1484375,0.695250504423127,1238.42857142857,364.428571428571,FALSE,0.75,7,3,42532,7,-0.238506562471451
